apt_code,category,review
1Wl74,7,한 5년 살았는데 층간소음은 크게 못 느꼈습니다. (이웃을 잘만나서 그런지)
1Wl74,0,주차공간도 별문제 없었습니다.
1Wl74,1,아파트 관리가 잘된다는 느낌을 받았습니다.
1Wl74,5,"일부 몰상식한 사람들은 어딜가나 있습니다. (주차장 일방통행길 역행, 주행로 점유 등..) 교통, 교육, 생활권 모두 만족스러워요. 학교가깝고, 학원가깝고, 롯데백화점 건너 작지만 시장도 있고 아이들과 살기 편리했어요 단지 넓고 편하고 좋습니다."
1Wl74,1,매봉산도 가까이있어서 공기도 상대적으로 좋아요 위치나 학군 모두 좋습니다.
1Wl74,6,조금 오래되긴 했지만 단지 관리도 잘 되는 편이네요 위치 주변환경 학군 모두 좋은 초등 키우기 좋은 아파트 대치동 인근에서도 이만한 곳이 드물다.
1Wl74,5,"교통, 편의시설, 학원, 병원, 마트, 백화점 등등 모든 곳을 걸어서 갈 수 있다. 살아보니 학원가 접근성이 좋고 단지도 커서 좋습니다. 단지가 넓고 뒤에 매봉산이 있어 좋아요."
1Wl74,5,세브란스병원롯데백화점 한티역 도곡역 등과도 가까워서 편리한 점이 많아요. 단지가 슬슬 오래되어가는 중이지만 교통도 좋고 위치가 좋다.
1Wl74,7,다만 층간소음은 좀 있는편 층간 소음은 심하지만 그 외에는 생활 편의 시설 다 갖추어져 있고 살기 좋아요. 요즘 단지앞 건물들이 더생겨서 병원가기도 더편해졌어요
1Wl74,1,아이키우기최고 단지죠 정원이 좋고 매봉산과 바로 연결되어 있어요.
1Wl74,5,여름에 바람이 불어 시원해요. 주차 편리하고 역세권이라 좋습니다
1Wl74,5,대중교통도 좋고 단지내 산책할곳이 많아 좋습니다. 대단지에 내부도 잘되어있고 백화점 마트 지하철 다 가까워서 좋아요
